distance_m,distance_earth_radii,earth_solid_angle_sr,earth_ir_flux_w_m2,earth_albedo_flux_w_m2,extra_heat_ir_only_w,extra_heat_ir_plus_albedo_w,temperature_ir_only_k,temperature_ir_plus_albedo_k
13484328.3629981,2.116516773347685,0.7455351702305281,53.35246281066079,45.572825451030965,5.3352462810660795,5.790974535576389,311.4494225975281,317.8971838379899
13691386.031954646,2.1490167998673124,0.7217007471413319,51.75094441872801,44.204833904114324,5.175094441872801,5.6171427809139445,309.0854341967825,315.4842518562109
13901623.160586128,2.1820158782900845,0.6986789676321974,50.19749993050237,42.87790632138937,5.019749993050237,5.44852905626413,306.7393903793199,313.08963590354796
14115088.570865037,2.215521671772883,0.6764385639820264,48.69068627781247,41.590810056968266,4.869068627781247,5.28497672835093,304.41115496011895,310.7131969742573
14331831.834446369,2.2495419611436773,0.6549497326493471,47.22910371007832,40.342349466161046,4.722910371007832,5.126333865669443,302.10059278835985,308.3547971181773
14551903.28417911,2.2840846467083833,0.6341840459617166,45.81139449401814,39.13136479478579,4.581139449401814,4.972453097349671,299.8075697395887,306.0142994327296
14775354.025794936,2.319157750085534,0.6141143706548687,44.43624165238403,37.95673110181673,4.443624165238403,4.823191476256571,297.53195270793606,303.6915680549762
15002235.949775925,2.3547694160690513,0.5947147926072458,43.102367740560915,36.817357214374525,4.310236774056092,4.678410346199836,295.2736095984,301.38646815374176
15232601.743404971,2.390927914519694,0.5759605471890931,41.80853365988628,35.71218471408278,4.180853365988628,4.537975213129456,293.0324093191836,299.0988659217916
15466504.903000765,2.4276416422854754,0.5578279547096366,40.55353750659417,34.64018695385439,4.055353750659417,4.401755620197961,290.80822177409493,296.82862856807407
15703999.746341135,2.4649191251516456,0.540294360501812,39.336213455308396,33.60036810418916,3.93362134553084,4.269625026572731,288.60091785500083,294.57562431001685
15945141.425276652,2.502769019820539,0.5233380792332892,38.15543067605357,32.59176222810182,3.815543067605357,4.141460689886375,286.4103694343428,292.33972236588727
16189985.93853843,2.541200115921901,0.5069383430755062,37.01009228377215,31.613432383816257,3.7010092283772154,4.017143552215378,284.23644935770534,290.1207929472059
16438590.144742087,2.580221338054008,0.4910752534005316,35.89913431937731,30.66446975439698,3.589913431937731,3.8965581294817007,282.07903143644575,287.918707251223
16691011.7755919,2.6198417478562077,0.47572973570890065,34.82152476138966,29.743992803505016,3.482152476138966,3.7795924041740165,279.93799044037524,285.7333374534472
16947309.449287195,2.6600705461131997,0.4608834975212928,33.77626256724484,28.851146456498054,3.3776262567244846,3.6661377212894646,277.81320209050097,283.56455670023644
17207542.684135124,2.7009170748917164,0.4465189889929737,32.762376743376464,27.985101306110064,3.2762376743376467,3.5560886873987467,275.7045430518186,281.41223910144043
17471771.91237194,2.7423908197099265,0.4326193660333328,31.778925443215357,27.145052841976636,3.177892544321536,3.449343072741302,273.6118909261648,279.27625972310403
