Distance from Moon center m,Distance in Moon radii,Moon solid angle sr,Moon IR flux W/m^2,Moon albedo flux W/m^2,Extra absorbed heat W,Dwell multiplier
1911140.0000000002,1.1,3.6656241912173275,198.34710743801645,67.4876033057851,20.509586776859496,0.11716288999164137
3474800.0,2.0,0.8417872144769332,60.0,20.415,6.204149999999999,0.30493610367325513
8687000.0,5.0,0.12694612240263908,9.600000000000001,3.2664000000000004,0.9926640000000002,0.7327617326551072
17374000.0,10.0,0.03149486152299903,2.4000000000000004,0.8166000000000001,0.24816600000000005,0.9164432654364584
34748000.0,20.0,0.007858896518023043,0.6000000000000001,0.20415000000000003,0.06204150000000001,0.9777142211800653
