Distance from Earth center m,Distance in Earth radii,Earth solid angle sr,Earth IR flux W/m^2,Earth albedo flux W/m^2,Extra absorbed heat W,Dwell multiplier
7008100.000000001,1.1,3.6656241912173275,197.52066115702473,168.71900826446276,21.439256198347103,0.1126547067735214
12742000.0,2.0,0.8417872144769332,59.75,51.0375,6.4853749999999994,0.2956221652942347
31855000.0,5.0,0.12694612240263908,9.560000000000002,8.166000000000002,1.0376600000000002,0.7239916469209647
63710000.0,10.0,0.03149486152299903,2.3900000000000006,2.0415000000000005,0.25941500000000006,0.912985329886417
127420000.0,20.0,0.007858896518023043,0.5975000000000001,0.5103750000000001,0.06485375000000002,0.976727548985803
382260000.0,60.0,0.0008727252361258904,0.06638888888888889,0.05670833333333333,0.007205972222222222,0.9973595501179465
