absorbed_solar_power_W,heat_store_energy_MJ,dwell_time_years,thermal_luminosity_W,wien_peak_um,pointed_detection_distance_EM,survey_detection_distance_EM,heat_store_material_class
2.7218638999990166,156.2,1.8184889099536203,9.0725990704e-05,144.9,2.7432673014123736,0.08674972903126744,liquid hydrogen
