distance_m,distance_earth_radii,earth_solid_angle_sr,earth_hemisphere_fraction,earth_ir_irradiance_w_m2,temperature_equal_area_kirchhoff_k,temperature_sphere_like_k,temperature_mismatch_stress_k
24758707.8095102,3.886157245253524,0.21158445886467384,0.03367471250973664,8.048256289827057,109.14969217887547,77.18048750410712,194.0986502137807
25045498.21904674,3.931172220851788,0.2066846190859625,0.03289487878859643,7.861876030474547,108.51221127866802,76.72972043669353,192.9650310546487
25335610.641171135,3.9767086236338307,0.20190016488093554,0.03213340925186958,7.679884811196831,107.87870945855822,76.28176700379987,191.8384878117253
25629083.556136787,4.0227724935075795,0.1972282885583689,0.03138985704161912,7.50217583294697,107.24915411162495,75.8366041488511,190.7189625007939
25925955.889929935,4.069369940343735,0.19266625508222732,0.03066378686334048,7.328645060338376,106.62351313378261,75.39420917083059,189.60639803182028
26226267.019432552,4.116507144786149,0.1882113999812849,0.02995477465326735,7.159191142130897,106.00175490978575,74.9545597143839,188.50073818406426
26530056.777645566,4.164190359071663,0.1838611273291219,0.02926240725687812,6.993715334393872,105.38384829975168,74.51763376028882,187.40192758211373
26837365.45897212,4.212425907859381,0.1796129077916594,0.028586282118151396,6.832121426238184,104.76976262618237,74.08340961627846,186.30991167280558
27148233.82456202,4.261220189069537,0.1754642767394862,0.0279260069791335,6.674315668012907,104.15946766146068,73.65186590819975,185.22463670299058
27462703.1077186,4.310579674732161,0.17141283242238467,0.027281199589405225,6.520206701867849,103.55293361580013,73.22298157149265,184.14604969810478
27780815.019367628,4.360510911845492,0.16745623420360847,0.026651487425058403,6.369705494588959,102.95013112563174,72.79673584297846,183.07409844151815
28102611.753589936,4.411020523244378,0.16359220085153012,0.02603650741680319,6.222725272615963,102.3510312424047,72.37310825294055,182.00873145461878
28428135.993217766,4.4621152084786955,0.15981850888645266,0.025435905686854943,6.079181459158332,101.75560542178775,71.95207861748874,180.9498979776101
28757430.915496536,4.513801744702015,0.1561329909804189,0.02484933729425598,5.93899161332718,101.16382551324978,71.53362703119159,179.89754795098236
29090540.197811645,4.566086987570499,0.15253353440801118,0.02427646598831268,5.802075371206731,100.5756637500078,71.11773385996855,178.85163199763696
